filename,duration,transcription
bellingcat-tool/amazonfinds/media/6959998991253703942.mp4,21, Stuff on the internet you actually need. This is my panoramic rear view mirror and you will be amazed with how much you can see with it. And the nice thing is that it adjusts to any size mirror and the install is super easy. Check out what I'm able to see now with my rear view mirror. And now it's a panoramic mirror. I can see all my blind spots. It's amazing.
bellingcat-tool/amazonfinds/media/6884714043106495749.mp4,16, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7261635504251194667.mp4,0," That's why your friends need wristbands, fuck you, can I have this dance? That's why your friends need wristbands, fuck you, can I have this dance?"
bellingcat-tool/amazonfinds/media/6984575199366647046.mp4,52, So that is supposed to be a tattoo lipstick and you best believe I got one. It's not the same color from the original video but hopefully still looks pretty. There is definitely quite a lot of them. Alright so apparently the pigments like in the middle of the q-tip and then you're supposed to break the top part and wow that worked very well. Now let's apply it to my lips. This color actually looks so pretty and way more vibrant than I expected so what do we think about these?
bellingcat-tool/amazonfinds/media/7138847016058129706.mp4,58, I'm going to put it in the fridge. I'm going to put it in the fridge. I'm going to put it in the fridge.
bellingcat-tool/amazonfinds/media/7221602211762097414.mp4,28," Amazon products you need part 58 this tiny device can turn any regular button or switch into a smart one You just stick it next to any button or switch and using the app You can activate its arm to turn on the device The craziest thing is that there's a tool pack that includes this piece which makes it possible to turn a switch on and off by Applying downward and upward force and the app allows you to customize the depth of the movements I also love that it uses a Wi-Fi enabled home hub, which allows you to control it from anywhere in the world Just through your phone"
bellingcat-tool/amazonfinds/media/7184486896457010478.mp4,60," Alright, what are we doing today? So I give birth in two weeks and my doctor's really hot So I think I need to look like amazing when I give birth. So just give me your mommy styles makeover. Okay, let's do it Okay, we're gonna mix the darker colors on the interior to give it depth and then we're gonna use the blogger pieces around the front to really pop that highlight So I'm gonna fill in the tapes around the crown in the front area and you have that shorter hair it really helps to Combine the tapes with the wefts just really fill in those shorter pieces I'll take some back for the baby Hi, I'm Beth, she's gonna help you Your baby ready my doctor's gonna love this"
bellingcat-tool/amazonfinds/media/6952900005648715014.mp4,10, If you're feeling like you need a little bit of company you met me at the perfect time You want me I want you baby. Mo sugar boo. I'm levitating
bellingcat-tool/amazonfinds/media/7222254476671880475.mp4,16, Who Amazon finds?
bellingcat-tool/amazonfinds/media/7284628484499066144.mp4,0,
bellingcat-tool/amazonfinds/media/7194486910583131397.mp4,197," Look, if I Booth is Rainbow Fifth area, I can only use Thunder Heights, I could get the contro credit, and just that is the part I want in a film by Conrad hello, how are you? good so here we are going to the other side of the road to the other side to see the mountain with the light in it I think it's going to be a good time ok, well I think I've just left the other side of the road, I'm going to go back so let's go what's this place? I'm going to buy a new car, a new car who is this? it's a car, it's a new car it's a very new car I hope we get a good chance here I'm going to wait 10 minutes here because I saw a car in the middle of the road I think it's going to be a very good time with the car, the light, the car I'm going to buy a new car I don't know what the function is, it's a good start I'm going to buy a new car I'm going to buy a new car, I'm not going to buy anything"
bellingcat-tool/amazonfinds/media/7116556893190982955.mp4,55," Yeaaah! When we are bent, where do we walk? Remember who we are No long wishes Go Up assisting Pretty YA! Yes. Red 240 4x4 I love you I love you I love you I love you"
bellingcat-tool/amazonfinds/media/7141451338575088939.mp4,72, I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top. I'm going to put the sauce on the top.
bellingcat-tool/amazonfinds/media/7213827732189285674.mp4,23,
bellingcat-tool/amazonfinds/media/7155800303450279214.mp4,5, Beach abort abort mission. He is not big enough to rock this ride. He cannot handle a stallion
bellingcat-tool/amazonfinds/media/6908767841370033414.mp4,15, So we heard about this place called Crazy Casboys and we had to check it out. It's a company that gets all of Amazon's returns and then sells it kind of Goodwill Ben style. They restock items on Thursday and then every day after that it goes down so everything was $2 today. They had so much stuff it was insane.
bellingcat-tool/amazonfinds/media/6981229637829496069.mp4,13," We're jumping through the bush, all around the bush."
bellingcat-tool/amazonfinds/media/6817037671806864646.mp4,13, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7368864661556530438.mp4,21, Thanks for watching!
bellingcat-tool/amazonfinds/media/6967388595317378310.mp4,18," Popular Amazon products that make breakfast easier and more fun. These cereal dispensers are a great way to store and serve cereal in the morning. This bagel slicer perfectly cuts your bagel in half every single time. This touching toaster has different settings depending on what you're heating up, so everything is always perfectly toasted. And lastly, I love using this mini waffle maker to make quick and easy cinnamon buns."
bellingcat-tool/amazonfinds/media/6989240991387553029.mp4,8," So this is love, mmm, so this is love"
bellingcat-tool/amazonfinds/media/7221965942325071146.mp4,26," Amazon home finds it just stopped. I just got my hands on the new Gobi TV backlight T2 and it captures the most accurate colors on screen using this intelligent dual camera and has taken my viewing experience to the next level. To set up, just peel and stick the lights to the back of the TV, mount the control panel and the ColorSense technology built into the camera captures the colors and automagically applies them to the LED lights. These lights have completely transformed the way I watch movies, play console games and enjoy my favorite shows."
bellingcat-tool/amazonfinds/media/7131296720331279621.mp4,10, define the song next
bellingcat-tool/amazonfinds/media/7323641143848308014.mp4,98," You can buy anything on Amazon, but did you know that you could buy a house? And the house just arrived! Let it fall! Oh freaking whale! Yo, it's legit! It's like a rectangle. Yo! Oh my gosh! Oh, it's loud in here. It's pretty nice. What's the point of windows? I can't even see outside. What do the windows do? The bathroom! There's a whole bathroom! And a shower! Wait, there's a shower? And a toilet! Bro, you can poop? And shower! At the same time! That's crazy dude. This is kinda nice, it's just like kinda small. What's up with all this? Wait a second, wait a second. Is this like half built? It folds. Oh my gosh. Oh that's cool. That's what my laptop does. Yo! The entire house has to fold out. Kinda like a puzzle. That's a whole wall. I've never folded a house together. Hey, let me in! You're gonna kick me out already? Come on man! Wow, it's already so much bigger. Bro, this thing is so easy to build. You literally just unfold it. Yo! That's it? That's it? That's wild. It didn't come with instructions and we built it. Dude, five star review. We just built a house from Amazon. I was kinda worried that we were gonna get scammed buying this thing because it had zero reviews. Are we the only person that has actually bought this off Amazon? They even tape the keys to the house to the door handle. It works! So not only did we buy a house on Amazon, we bought everything you could possibly need to live."
bellingcat-tool/amazonfinds/media/7176099201695206699.mp4,20," Amazon gifts that will basically last forever. Part one. So my favorite go-to gift is this ice cream scoop that I found out is actually used by basically every ice cream store. And its secret advantage, well, it's actually inside the handle. Inside the hollow handle is a non-toxic heat-conducting fluid. That fluid draws from your hand's body temperature to warm up the metal, so when you go in for a scoop, it easily slices through even the hardest ice cream. Plus, it gives you these perfectly plump, round scoops every time with..."
bellingcat-tool/amazonfinds/media/7096676315927088430.mp4,22," Three random Amazon finds that just slap. This two-in-one dispenser lets you neatly store rolls of foil or plastic wrap as a slide cutter for smooth cuts and also comes with a pack of labels to identify each roll. This coaster will securely hold mugs, bottles, and cups on your sofa's arm and will keep your drink from spilling. And this dispenser can hold 25 pounds of rice on your counter and it has a button to dispense the perfect amount into its measuring cup which doubles as a strainer."
bellingcat-tool/amazonfinds/media/7263180148969606442.mp4,16, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7019020892587969798.mp4,36," Hey, they're all different colors, so let's see. They're so small. I just filled my prescription. Lipsticks and little pill capsules. Come on. I had to try them. If these aren't the cutest things you've ever seen, I mean, come on. You're lying. OK, Annie picked this brown. OK, so this color looks like this. Let's just get into it. I'm going to apply it. Oh, it's definitely not brown. OK, it's actually really pretty, and it matches my nails. What do we think? Should I try the other colors?"
bellingcat-tool/amazonfinds/media/6964202230874410246.mp4,10, This is the world of horror I'm sure it was an attitude So if you need perfect I'm not good for you
bellingcat-tool/amazonfinds/media/7115565749392985386.mp4,11," Random Amazon finds it just slapped. This is the Ugreen Nexo 65W fast charger with 3 ports that's powerful enough to charge your phone, tablet, and laptop all at the same time. The built-in power system intelligently adjusts the power output to each connected device to prevent them from overheating and damage. I was able to charge my MacBook Pro in under 2 hours and I love that it's 50% smaller than the original charger with a foldable plug, making it the perfect travel companion."
bellingcat-tool/amazonfinds/media/6844234291535154438.mp4,59," Random things I got off Amazon part 23. Some glass straws. I mean, they look cute. They're good for the environment. It's a win-win and they come with a little cleany stick thing. This really cute light blue workout top. I buy these in hopes it'll give me a motivational workout, but you know, we'll see. I really like the back on this one though. Me makeup brush. I really love how this one blended out my foundation. I think it looked really natural and all like cakey. Yeah, 10 out of 10 purchase. Am I the only one who never knew inflatable chairs existed? Well, here's one that my brother uses to game on. Yeah, that's fun. I call this an on-the-go razor. I never knew I needed this my whole life. Like you can just pull it out if you miss a spot shaving and be like, okay, got it. No water needed. Really convenient for those times where you're like, I really need a razor, but I'm not at home. Hard disco ball because I was driving with my best friend. I was like, dude, we just need a disco ball. So here we are. I got it and I'm obsessed with it. A toothbrush dispenser. They just make me feel a lot fancier than I really am and you just put your toothbrush in. It dispenses the toothpaste. It also has cups and a little rag holder. I don't know. I just find these really cool. If you get elastic stuck in your hair and then you try to cut them out with scissors but accidentally end up cutting a chunk of your hair, this is for you. Took the elastic and it breaks it and doesn't break any of your hair with it. Some skin care I've been loving lately. If you like hydrated dewy skin, this is amazing and I've been obsessed with it. Okay. Bye."
bellingcat-tool/amazonfinds/media/6869494189982256389.mp4,59," College Must Haves Part 3. This is a clear whiteboard adhesive from the brand Casa that turns any flat surface into a whiteboard. It's super easy to apply to any wall and it's nice and flush with the wall so it doesn't stick out. I love that you can hardly see it on your wall or desk and it's perfect for writing little to-do lists, shopping lists, or just taking notes. It can also be used on a desk. You just cut out the size that you need and it's perfect for writing notes, making a calendar, or if you just need a quick place to write notes like when you're on the phone. Next is the Rocketbook which is so cool. It's a reusable notebook. It has places to keep a calendar or just write regular notes and you write in it like you would in a normal notebook then it comes with this cloth that you get wet and it can erase all of your notes so that you can reuse the notebook over and over. Then using the app you can scan and upload your notes or page to your computer so you can keep everything in different categories and digitize all of your notes and you can decide which platform you want to upload it to. And lastly is this mesh laundry basket that has a side pocket for your laundry detergent, dryer sheets, and it has multiple carrying handles."
bellingcat-tool/amazonfinds/media/7358179034225823019.mp4,62, Thank you.
bellingcat-tool/amazonfinds/media/7176865220491578670.mp4,34," Five random gift ideas that just slap. This phone holder is waterproof and lets you binge watch your favorite shows and movies in the shower so you don't have to use this old trick any longer. This handy gadget is perfect to remove crumbs from your keyboard and fingerprints from your laptop, book back or phone screen. This portable charger plugs directly into your phone, has a display so you know how much charge is left and you can use it while you're on the go. Plus it works with most phone cases. This gadget will automatically hold charging cables in place on your desk or nightstand and they stay neat and organized until you need them again. This portable speaker is waterproof, sucks to the wall and lets you listen to your favorite tunes while in the shower for up to six hours."
bellingcat-tool/amazonfinds/media/6981486811885374726.mp4,22," Amazon bathroom must-haves. These expandable organizers fit perfectly in the corner of your counter or cabinet for extra storage. And the best part is that they're actually stackable, so you can use as many as you need. If you need more space for towels but don't want to drill anything into the wall, these gold hooks fit perfectly over your shower door. Not only is this bathtub caddy great for essentials when you're taking a bath, but you can also use it over your sink when you're getting ready so you don't have to worry about products falling into your sink and you have more space."
bellingcat-tool/amazonfinds/media/6849007760726592774.mp4,59," Day 6 of opening mystery toys I got tagged in. Judging by the box I thought it was a little bit bigger. We have a Harry Potter magic capsule. Here's what it looks like. So first we have one. We have one. Oh, just kidding. Wow, I am on a roll. We have two, which I'm now confused about. This one says three. Am I supposed to use this? I can't open it. Instructions unclear. How do I? What do I? So when I put, yeah, it changes colors, I guess. There you go. It kind of looks like a water droplet, so. Wait, tell me why I didn't actually think it was going to say anything. Okay, but really, am I just supposed to like, why can't I open this? So you're definitely not just supposed to pull it open. So now I'm, now I'm confused. Wait, maybe you are."
bellingcat-tool/amazonfinds/media/7091709062122917125.mp4,58," These are the five best products I've reviewed in my 100-part series. This first one is a slicer which is perfect for opening up packages. If you're like me and get tons of packages every single day, these are perfect to have around the house and they're super easy to store as well. This next one are these amazing ice cube trays. They make super thin ice cubes so that you can put them in any bottle no matter what size the neck might be. Definitely more useful than you'll think, especially in the summer. Coming in at third is this little robot that turns your light switch on and off from your phone. Yes, this might seem lazy but you'll never have to worry about getting out of bed because you've forgotten to turn the light off. Coming in at second, this gadget is perfect if you're scared of spiders or other bugs. The bristles open and close controlled by the handle and it keeps you a fairly good distance away. But most importantly, it doesn't kill or hurt the bug. It still hasn't cured my fear of spiders though. And finally, coming in at first place, this silicone pot strainer is something my family use every single day. It's so easy when you're cooking veg, pasta or rice and it's super easy to clean up. Let me know which one is your favourite."
bellingcat-tool/amazonfinds/media/7062905001785691438.mp4,29," Caught and dealing with your lies Ooh, Daddy Dee, you know you're still number one But girls, they wanna have fun Oh, girls just wanna have That's all they really want The fun When the world can't stay inside Oh, girls, they wanna have fun Oh, girls just to..."
bellingcat-tool/amazonfinds/media/7040957988403678470.mp4,11, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7216811027738955051.mp4,50, Thank you.
bellingcat-tool/amazonfinds/media/7200695453590015278.mp4,137, Thank you.
bellingcat-tool/amazonfinds/media/6989407282543070470.mp4,12, Thanks for watching.
bellingcat-tool/amazonfinds/media/7246066385611279662.mp4,14," Now where I been playing karaoke on the morning, wah! We did kapari-do, we did kapari-do, we did, we did kapari-do, we did, we did kapari-do, we did, we did kapari-do, we did, we did kapari-do. La ba ba boom!"
bellingcat-tool/amazonfinds/media/6845307881462516998.mp4,11," Amazon favorites part 15, this digital alarm clock with two charging ports, and this magnetic cable organizer. What do you keep on your bedside table?"
bellingcat-tool/amazonfinds/media/6829444305157934342.mp4,14," Every time I'm calling, she say she gonna call me back I told her call me Rocky, she say she not gonna call me that You say you come with a lot, well baby I want all of that Your mama a party girl, she just wanna have fun"
bellingcat-tool/amazonfinds/media/7212769061460184366.mp4,11, economy what
bellingcat-tool/amazonfinds/media/7118086870155971886.mp4,75, past.
bellingcat-tool/amazonfinds/media/7167137559347219755.mp4,30, look at this bitch it got delivered it got delivered i tell you i bought that shit in a second i bought it asap got it today um i have grip hips um as well as her video did you see how good she looks i'm gonna put on a dress and i want to see how i look like bitch i don't even have to pay for a bbl i can get it for 27 so this is without it i'm gonna put it on right now bitch you're not ready you're not ready ignore my kids in the background but look at this i have no words i have no fucking words bitch you know i got you i'm gonna link it for you for my besties who need a bbl on a budget okay
bellingcat-tool/amazonfinds/media/6933687246121913605.mp4,30," It's huge. It's huge. Hmm, interesting packaging. Yes. I think I like it. This is the one I choose to wear today. Oh my gosh, we need to straighten your tie to work. Here we go. Ready for the day? Oh my gosh."
bellingcat-tool/amazonfinds/media/7127300507768589610.mp4,12, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/7228957130441755931.mp4,16, Thank you.
bellingcat-tool/amazonfinds/media/7185184864348523819.mp4,0," Please don't let it show, oh baby I don't wanna know I put my gloves into my love and when I got the spot I left the party with a party marking X on the floor She calls my soda but I told her I'm a roller She likes my watch and my drop top and my persona"
bellingcat-tool/amazonfinds/media/7200583348035587371.mp4,49, Thanks for watching! Thanks for watching!
bellingcat-tool/amazonfinds/media/7281469438505930014.mp4,89," Here's part two of me DIYing my son's entire second birthday. Day of I made sure to get myself ready bright and early because if I didn't there would be no time later. We did everything in sections and we started with the front. Cones, caution banners, the DIY sign and a balloon garland. Super simple but it looked so good. I needed to get the cakes done early because I just like for them to set a little bit. You do not have to be Betty Crocker you guys this was so easy and so cheap. The cakes are from Walmart. I took the frosting off and re-frosted it with whipped vanilla frosting. Threw on some Oreo crumbles in a truck and called it a day. The entertainment center held all the gifts. Added the sign and banner to tie it all together. Crapped the dirt cups this was just chocolate pudding and Oreo crumbles. Okay the activities were by far my favorite part of the entire party. I just wanted the kids to have fun and be wild. The lumber yard was literally just Amazon boxes wrapped up. Hammer away was the next one. These little green things were a mess. I'm pretty sure they're for flowers but they worked well for the occasion. Little green things, golf tees and tiny hammers. This activity was a hit. Next up was traffic cone ring toss. Again super simple super cheap. Cones and rings. What do you need? I did spray paint some of the rings because I'm crazy and I wanted them to match. Very unnecessary but it took three seconds with a can of spray paint. This is what they saw when they first walked in. Welcome builders report to Linux Saint for duty. Melt me. I got these hats and they came with vest on Amazon. Honestly almost everything is from Amazon or Walmart or Dollar Tree. I made the rack out of PVC pipe and called it a day. I saw someone else fill their sink with drinks and I wanted to fill my sink with drinks. This was the spread all junk but the kids loved it. Y'all don't kill me the last part is gonna have to be all the outside activities and the actual party because it's a lot."
bellingcat-tool/amazonfinds/media/6857643566760512773.mp4,34," Random stuff I bought online that just makes sense. A shower foot rest. So that when you shave your legs, you don't have to bend over and hurt your back. A toothpaste dispenser. Boom. Boom. This weird bendy phone holder. So now you can watch Netflix from your bed. A mini microphone because why not? Silk pillowcases. Because they're really good for your skin and for your hair. And lastly, a head massager. Because it feels good. Volver part two."
bellingcat-tool/amazonfinds/media/6816868405191232773.mp4,57," All right, everybody look what we found it's an apple peeler corer and Slicer all-in-one pretty sure my parents got this about 20 some years ago And my mom said they've never used it. So we're gonna use it right now and see what happens Alright, you guys we could not find the directions. So we had to look it up online. So let's hope it works you slide it on And Then oh and then we're just gonna start Cranking it. Yeah. Okay. Let's see. Okay. Mom's ready to crank. It doesn't look like it's gonna line up to me, but well, we'll find out All right, let's see what it looks like oh my goodness it's an accordion Wow Wow so that worked amazing and there's the core and there it is right there"
bellingcat-tool/amazonfinds/media/7000422603898785030.mp4,16," This box locks your phone to limit your screen time. You can lock it for up to four days and you have 10 seconds to cancel once the timer is set. There's no way to override the lock, but if there's an emergency, you can use the holes in the front to operate the phone. It can also break other habits like eating too much chocolate or spending too much money."
bellingcat-tool/amazonfinds/media/7242009022298328366.mp4,11, 🎶 Music Outro 🎶
bellingcat-tool/amazonfinds/media/6989395499040214277.mp4,28, Trying out 100 TikTok viral products to see if they're cap or they slap. Part 2 I saw this jar opener on my FYP many times and I had to try it out. I mounted it under a cabinet with the adhesive and used the provided screws to secure it. Then it was time to put it to the test. I was surprised to see how easy it was with minimal effort to open jars and bottles of any size. It even worked on my wife's bottle of nail polish. The best part is it's tucked away and doesn't take up any valuable space in your kitchen. I think this one is definitely a slap.
bellingcat-tool/amazonfinds/media/7252438126755466538.mp4,62," These are five of the weirdest yet coolest things I bought off of Amazon. The first item are hand boilers. The liquid in these start to boil the longer that you hold them. Look at this, it's literally bubbling. That is so cool. Next up is this fruit sprayer. You're supposed to twist this into any fruit that you want, and then it turns it into like a mini cologne. It's actually spray— Oh, my eyes! Okay, but here's proof it's actually spraying. This third item is called military energy gum. They're pieces of gum that are filled with caffeine. I don't drink coffee, so I felt this like right away. Coffee users, I don't know if this would be effective for you. Let me know. This is a tear stick which some Hollywood actors use to help them cry in movies. But does this actually work? It's an extremely minty feeling, but it doesn't hurt, and I'm gonna come back in a few minutes to see if it changes. Okay, it's been a few minutes and well, um... I'm not crying. It does burn now though, so don't recommend. We have the world's smallest operation. Can I grab this heart without getting it? No! No! Oh! Got it!"
bellingcat-tool/amazonfinds/media/6976797287557123333.mp4,59, OMG it finally came! Let's open her up! Damn she kinda heavy Let's build this school Little supervisor lol Lil transition moment Wow wow wow wow Lil transition moment Yeah you need to get this now
bellingcat-tool/amazonfinds/media/6824965399126527238.mp4,32," This video is for everyone who's telling me to use a knife instead of the three-in-one avocado slicer first off Split it in half. Oh, wow. Look at this pit so tiny but people say I feel like ooh This is why I don't like to use a knife. I feel like it's dangerous and this is way safer But guys I can tell definitely use a knife. I just prefer using this knife"
bellingcat-tool/amazonfinds/media/7325868046407486726.mp4,30," My cat was spending most of her time sitting on the heat vent, so I bought her a heating pad, and this is how it went. I think I like this little life This little life I think I like this little life This silly little life"
bellingcat-tool/amazonfinds/media/7244862606618512666.mp4,64, It's gonna be a confront! Thanks for watching.
bellingcat-tool/amazonfinds/media/7214811242031074602.mp4,17," Okay, quick PSA. If you pay for Prime and one of your orders winds up running later than the anticipated delivery date, message them on customer service, tell them you pay for Prime because of the expedited shipping, and they'll give you either a promotional credit or some kind of discount back on this order."
bellingcat-tool/amazonfinds/media/7357823540600507690.mp4,139," My twin boys are so freaking different, but one thing they do have in common is their love for pizza. So for their 12th birthday, I'm throwing them a not so ordinary, ridiculously cheesy pizza party. We are expecting horrible rain in the forecast, so I gotta get a little creative here. I spent all last night DIYing a balloon garland, so starting out the day with some blisters on my fingers, but seven hours before the party starts, I'm gonna start by decorating the main table. I actually realized how much I needed last minute and Instacarted a massive order from Costco. So freaking grateful for you Instacart heroes out there. So I brought that in, and even though the weather is gonna be horrendous, we did attempt to cover the patio so I can put a little bit of decor out here. I got this backdrop off of Amazon, the tablecloths are my favorite because they wrap around the tables and they don't fly off in the wind. Tends to get windy this time of year. Plus they're washable, and I got this checkered table runner to bring it all together. This massive seven and a half foot round backdrop has been one of my favorites to use lately. I got a red cover for it and blew up some balloons that say slice, slice baby. I'm so obsessed with this theme. Back inside, I'm temporarily moving my puppy setup into another room, just so that we have more sitting space indoors to get out of the bad weather. But halfway through that, the bad weather got offended and completely blew off the tart we had covering the patio. So I lost my husband's help for literally the rest of the day while he and my son attempted to fix this for the next several hours. Things are not going well five hours before the party starts and now we're wiping down the tables, bringing them indoors, more tablecloth, not me manhandling this balloon garland. I don't know how everyone makes this look so easy, it really wasn't. I will say there are way more cute pizza party themed things on the internet than I was expecting. Like this love you two pizza sign, how cute is that? This LED pizza light, perfect for the table decor. About three hours before the party starts now and it's time to act like I'm a Pinterest mom. I found the cutest dessert ideas on there. Now I'm not claiming that they're the most delicious, but creative for sure, so bear with me. I'm turning these ding dongs into pasta meatballs with the plastic forks, some hardening chocolate and frosting, then I got these shortcake shells and literally just filled them with frosting to make them look like a pizza. It looked cute, okay. My best friend coming in clutch though with the real actually good dessert of the party. The cake, baby. Shout out to Saveway, they nailed our two pizza cakes for the birthday boys. I do get each of my twins their own cake, they also get their own birthday song. Just because they're twins and share a birthday doesn't mean they have to share everything, okay? But anyway, I got a bunch of those gummy pizzas, I didn't put a slice on top of each of the cupcakes. About an hour before the party starts now and I'm warming up a few of the side dishes, but obviously the main course today is gonna be pizza. You guessed it, so we ordered a crap ton from the best local pizzeria in town, it's called Pizza Bell. If you haven't tried it, you are seriously missing out because honey, you can't buy happiness, but you can buy pizza. So I ordered a bunch of big daddies with some salads and breadsticks. I also ordered these custom coloring papers, the Ste. Kyson and Cadence pizzeria, and voila. The most insane pizza party is complete. This is probably one of my most favorite, unique party themes we've done to date. Everything came out better than expected to celebrate my double trouble tweenagers."
bellingcat-tool/amazonfinds/media/7278745598101130538.mp4,15," Amazon Gadgets If you was thinking what I was thinking Yeah, we friends We friends"
bellingcat-tool/amazonfinds/media/7219327568930065710.mp4,47, 10 things I've bought this year. These measuring spoons have a built-in leveler which makes cooking a lot easier. This is a laundry turtle which makes it easy to get your laundry out of the dryer. It folds up nicely which prevents clothes from falling out of it. This is a scan marker which lets you copy any text to your phone or your computer. It can also translate to and from 25 different languages. This cutting board has a metal plate that can de-thaw meat in under 30 minutes. It's dishwasher safe and also has a ginger grater and a knife sharpener. This is reusable toilet paper that comes with 24 sheets and it's machine washable so you never waste paper. This is a latte pen that lets you draw meaningful designs on any type of drink. These are AirPod straps which are magnetized to help you never lose your AirPods especially when you're on a run. This is an oven rack puller which is heat resistant so you never burn yourself. These covers go on your fingers and protect them from dirt or anything else that can get on them. This is a safe that can be unlocked with a code and it looks exactly like a book so it's easy to hide.
bellingcat-tool/amazonfinds/media/6823107178753248518.mp4,29, this 3-in-1 avocado slicer is a tool you absolutely need if you love avocados the first part cuts the avocado in half super easily the second part takes out the pit so that way you don't actually waste any parts of your avocado oops it fell the third part of the tool is my favorite this part is so satisfying to do and to watch you guys all need this tool if you guys love avocados
bellingcat-tool/amazonfinds/media/7105705020456291626.mp4,60, I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. I'm going to put the butter in the oven. Thanks for watching!
bellingcat-tool/amazonfinds/media/7217159771034619182.mp4,35, Amazon products you might need or not. Part 2 of 100. If somebody pisses you off while you're driving wouldn't you like to let them know? Or maybe you just want to say thanks. Well this is the flick light for your car. It does just that and it makes it hands-free. Now you don't have to turn around to say thanks or to flick somebody off when you get pissed off. It also comes with this cool little remote with the sticky back. You just stick it on your dash and now you don't even have to turn around at all. Just push a button and let the light do it for you.
bellingcat-tool/amazonfinds/media/7300142953958313222.mp4,15," If you see us in the club, we're reacting real nice. If you see us on the floor, we're gonna get it watching all night. If you can't hear us, we're combined. If you can't hear us, we're combined. We're gonna see you up to fight."
bellingcat-tool/amazonfinds/media/6855733652974750981.mp4,59," Random thinks I got a famous on part 27. I have a problem first is this laptop desk stand. Wow I can't say that but yeah It makes your laptop up higher and yeah This came up on my youtube recommended not complaining this is an alarm clock that i'm obsessed with mine's actually from target But you can get the same thing like on amazon But it projects the time onto your ceiling so you can just look up and there's the time and it also charges your phone Which is a great plus this really comfy gray jacket and guys it was 750 like so comfortable and so affordable I also got my new favorite tank top ever. It's so comfy and it just fits so perfectly I can't even describe it just obsessed with it This one is for my clean germ disliking people So basically it's a sleeping bag that you put on your bed and your hotel room and then you can just sleep in it And not sleep on the hotel sheets and it even has a spot for your pillow to go in I get the worst canker sores all the time and also from anxiety. I bite the side of my cheek So my mouth is just constantly destroyed. So I like this mouthwash. It really helps the pain This phone case is for my dad Which is why I didn't have the right phone to model it but it's really cool because it gives you a way to stand your Phone up and it does a lot of things this box is the smartest thing ever and it actually came in a packet, too Which I didn't realize but yeah, it makes your cords look so much better You just put them on there as a slot so the cord came out either side and here's the before and after okay. Bye"
bellingcat-tool/amazonfinds/media/7144832760090217771.mp4,60," You are my sunshine, my only sunshine You make me happy when skies are gray You'll never know dear, how much I love you Please don't take my sunshine away The other night dear, as I lay sleeping I dreamed I held you in my arms When I awoke dear, I was mistaken So I hung my head and cried You are my sunshine, my only sunshine"
bellingcat-tool/amazonfinds/media/7220120602919718150.mp4,23," Pushing products to their limit part 7. This device lets you press any switch from your phone, but can it remotely flush a toilet? I started out testing it on my normal light switches and it succeeded as expected. I decided to get creative and try it on my PS4 and it still worked perfectly fine. The final test was to see if it could flush my toilet as my flatmate's always getting angry at me for forgetting. I triggered it from the comfort of my desk and this was the result. A solid effort if you ask me."
bellingcat-tool/amazonfinds/media/7242467229877538090.mp4,60," I bought a new chair. Good news, bad news, good news. I got another chair. The one with the boob supports. Big fan, big fan. Totally worth it. Bad news, I was influenced by my own damn self and by the people in my comments. I didn't need this. I was perfectly happy with the other one. But this one is, it's this, ugh. I was influenced by everyone and myself and I didn't know that was a thing. I just shouldn't have adult money because I buy, I have an impulse control. I just buy shit. I'm not mad I bought it, but I bought it. And I did put the link in my profile, so just go look on my page and you can find the link to this exact chair. Pippin, stop barking."
bellingcat-tool/amazonfinds/media/7009694825083686149.mp4,13, This water bottle made her famous in kindergarten. It turns into a freaking heart and has a secret compartment to hide snacks.
bellingcat-tool/amazonfinds/media/6945875557837999366.mp4,11, Amazon Project Pneu Part 69 of 100. This is a firework light bulb. This thing is absolutely beautiful.
bellingcat-tool/amazonfinds/media/7246847828780223790.mp4,19, Oh no. What the heck? That's a strong onion. Whew. Pfft. Pfft.
bellingcat-tool/amazonfinds/media/7184636305706470702.mp4,6," That's right, fingers through her head, he tryna call her or whatever, she like, fuck that nigga"
bellingcat-tool/amazonfinds/media/6953730314296364294.mp4,12," She goin' ham on my, she goin' ham on my, she goin' ham on my dick tonight She not with him tonight, she not with Jim tonight She in the gym tonight, workout in my pussy, ay"
